Name,Current Price,S3,S2,S1,Pivot,R1,R2,R3
MATRIMONY,567.8,549.4,557.2,562.5,570.3,575.6,583.4,588.7
MAWANASUG,97.3,94.13,95.47,96.38,97.72,98.63,99.97,100.88
MAXESTATES,296.9,281.27,285.83,291.37,295.93,301.47,306.03,311.57
MAXHEALTH,803.2,782.83,791.37,797.28,805.82,811.73,820.27,826.18
MAXIND,246.85,221.52,226.58,236.72,241.78,251.92,256.98,267.12
MAXPOSURE,95.35,71.23,78.12,86.73,93.62,102.23,109.12,117.73
MAYURUNIQ,509.9,495.23,499.37,504.63,508.77,514.03,518.17,523.43
MAZDA,1451.15,1320.1,1383.05,1417.1,1480.05,1514.1,1577.05,1611.1
MAZDOCK,2408.55,2239.38,2319.72,2364.13,2444.47,2488.88,2569.22,2613.63
MBAPL,240.7,228.13,234.07,237.38,243.32,246.63,252.57,255.88
MBECL,4.05,3.72,3.88,3.97,4.13,4.22,4.38,4.47
MBLINFRA,53.2,49.88,50.67,51.93,52.72,53.98,54.77,56.03
MCDOWELL-N,1198.95,1153.97,1170.98,1184.97,1201.98,1215.97,1232.98,1246.97
MCL,41.9,40.15,40.9,41.4,42.15,42.65,43.4,43.9
MCLEODRUSS,25.4,24.73,24.87,25.13,25.27,25.53,25.67,25.93
MCON,137.85,131.32,132.68,135.27,136.63,139.22,140.58,143.17
MCX,4167.8,3993.62,4069.33,4118.57,4194.28,4243.52,4319.23,4368.47
MDL,108.9,102.35,103.7,106.3,107.65,110.25,111.6,114.2
MEDANTA,1447.25,1326.9,1358.45,1402.85,1434.4,1478.8,1510.35,1554.75
MEDIASSIST,508.65,468.68,477.22,492.93,501.47,517.18,525.72,541.43
MEDICAMEQ,485.85,370.53,397.42,441.63,468.52,512.73,539.62,583.83
MEDICO,46.25,44.43,45.22,45.73,46.52,47.03,47.82,48.33
MEDPLUS,675.3,661.0,666.5,670.9,676.4,680.8,686.3,690.7
MEGAFLEX,35.6,30.87,33.23,34.42,36.78,37.97,40.33,41.52
MEGASOFT,77.25,74.78,75.52,76.38,77.12,77.98,78.72,79.58
MEGASTAR,284.05,270.43,276.72,280.38,286.67,290.33,296.62,300.28
MEGATHERM,328.5,305.67,311.63,320.07,326.03,334.47,340.43,348.87
MELSTAR,4.6,4.52,4.53,4.57,4.58,4.62,4.63,4.67
MENONBE,129.05,125.85,127.25,128.15,129.55,130.45,131.85,132.75
MEP,8.0,7.47,7.73,7.87,8.13,8.27,8.53,8.67
METALFORGE,4.85,4.35,4.55,4.7,4.9,5.05,5.25,5.4
METROBRAND,1082.2,1038.47,1052.73,1067.47,1081.73,1096.47,1110.73,1125.47
METROPOLIS,1805.05,1731.93,1752.52,1778.78,1799.37,1825.63,1846.22,1872.48
MFSL,998.85,958.88,977.02,987.93,1006.07,1016.98,1035.12,1046.03
MGEL,23.25,16.67,17.98,20.62,21.93,24.57,25.88,28.52
MGL,1460.95,1386.88,1415.72,1438.33,1467.17,1489.78,1518.62,1541.23
MHHL,58.6,52.17,54.33,56.47,58.63,60.77,62.93,65.07
MHLXMIRU,204.95,185.88,194.92,199.93,208.97,213.98,223.02,228.03
MHRIL,433.25,407.07,413.78,423.52,430.23,439.97,446.68,456.42
MICEL,48.8,45.35,47.0,47.9,49.55,50.45,52.1,53.0
MICROPRO,52.15,48.3,49.75,50.95,52.4,53.6,55.05,56.25
MID150BEES,192.61,181.09,183.56,188.08,190.55,195.07,197.54,202.06
MIDCAP,143.25,134.81,137.77,140.51,143.47,146.21,149.17,151.91
MIDCAPETF,18.96,18.07,18.29,18.62,18.84,19.17,19.39,19.72
MIDCAPIETF,192.53,188.77,189.61,191.07,191.91,193.37,194.21,195.67
MIDHANI,441.7,426.47,432.43,437.07,443.03,447.67,453.63,458.27
MIDQ50ADD,213.28,210.09,211.37,212.33,213.61,214.57,215.85,216.81
MILTON,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4
MINDACORP,409.15,396.85,402.45,405.8,411.4,414.75,420.35,423.7
MINDSPACE,353.01,349.01,350.0,351.51,352.5,354.01,355.0,356.51
MINDTECK,299.65,280.32,289.28,294.47,303.43,308.62,317.58,322.77
MIRCELECTR,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15
MIRZAINT,47.75,46.87,47.18,47.47,47.78,48.07,48.38,48.67
MITCON,128.0,120.53,122.77,125.38,127.62,130.23,132.47,135.08
MITTAL,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65
MKPL,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2
MMFL,1142.6,976.57,1018.73,1080.67,1122.83,1184.77,1226.93,1288.87
MMP,299.25,280.27,288.28,293.77,301.78,307.27,315.28,320.77
MMTC,76.55,70.53,72.52,74.53,76.52,78.53,80.52,82.53
MNC,27.25,26.47,26.68,26.97,27.18,27.47,27.68,27.97
MODIRUBBER,103.0,93.2,97.1,100.05,103.95,106.9,110.8,113.75
MODISONLTD,141.95,132.03,134.02,137.98,139.97,143.93,145.92,149.88
MOGSEC,55.2,54.65,54.77,54.99,55.11,55.33,55.45,55.67
MOHEALTH,35.74,34.36,34.72,35.23,35.59,36.1,36.46,36.97
MOHITIND,22.45,19.13,20.22,21.33,22.42,23.53,24.62,25.73
MOIL,418.4,364.93,385.47,401.93,422.47,438.93,459.47,475.93
MOKSH,16.8,16.53,16.67,16.73,16.87,16.93,17.07,17.13
MOL,88.5,85.88,86.97,87.73,88.82,89.58,90.67,91.43
MOLDTECH,220.9,212.78,216.57,218.73,222.52,224.68,228.47,230.63
MOLDTKPAC,848.15,814.2,824.95,836.55,847.3,858.9,869.65,881.25
MOLOWVOL,35.33,34.84,34.98,35.16,35.3,35.48,35.62,35.8
MOM100,53.89,50.59,51.3,52.59,53.3,54.59,55.3,56.59
MOM30IETF,32.72,30.81,31.31,32.01,32.51,33.21,33.71,34.41
MOM50,228.1,224.33,225.85,226.97,228.49,229.61,231.13,232.25
MOMENTUM,32.46,31.37,31.64,32.05,32.32,32.73,33.0,33.41
MOMOMENTUM,64.98,62.07,62.72,63.85,64.5,65.63,66.28,67.41
MON100,144.83,138.14,140.44,142.64,144.94,147.14,149.44,151.64
MONARCH,590.35,570.23,579.12,584.73,593.62,599.23,608.12,613.73
MONIFTY500,20.92,20.34,20.49,20.71,20.86,21.08,21.23,21.45
MONOPHARMA,44.45,44.45,44.45,44.45,44.45,44.45,44.45,44.45
MONQ50,62.2,61.02,61.47,61.83,62.28,62.64,63.09,63.45
MONTECARLO,680.7,645.98,655.07,667.88,676.97,689.78,698.87,711.68
MOQUALITY,178.45,176.11,176.9,177.67,178.46,179.23,180.02,180.79
MORARJEE,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65
MOREALTY,96.91,94.21,94.82,95.87,96.48,97.53,98.14,99.19
MOREPENLAB,51.0,48.22,48.93,49.97,50.68,51.72,52.43,53.47
MOS,175.75,170.17,172.58,174.17,176.58,178.17,180.58,182.17
MOSMALL250,15.87,15.01,15.23,15.55,15.77,16.09,16.31,16.63
MOTHERSON,131.1,123.42,125.43,128.27,130.28,133.12,135.13,137.97
MOTILALOFS,2597.3,2230.73,2336.37,2466.83,2572.47,2702.93,2808.57,2939.03
MOTISONS,164.9,158.67,160.83,162.87,165.03,167.07,169.23,171.27
MOTOGENFIN,36.2,34.35,35.2,35.7,36.55,37.05,37.9,38.4
MOVALUE,99.18,96.8,97.61,98.39,99.2,99.98,100.79,101.57
MOXSH,122.1,122.1,122.1,122.1,122.1,122.1,122.1,122.1
MPHASIS,2298.1,2102.2,2171.1,2234.6,2303.5,2367.0,2435.9,2499.4
MPSLTD,1683.25,1624.85,1642.45,1662.85,1680.45,1700.85,1718.45,1738.85
MPTODAY,34.55,34.55,34.55,34.55,34.55,34.55,34.55,34.55
MRF,130238.0,128547.0,129090.0,129664.0,130207.0,130781.0,131324.0,131898.0
MRO-TEK,82.0,77.17,79.33,80.67,82.83,84.17,86.33,87.67
MRPL,250.95,231.12,238.38,244.67,251.93,258.22,265.48,271.77
MSPL,27.4,26.33,26.67,27.03,27.37,27.73,28.07,28.43
MSTCLTD,910.15,848.1,873.05,891.6,916.55,935.1,960.05,978.6
MSUMI,69.55,67.05,68.15,68.85,69.95,70.65,71.75,72.45
MTARTECH,1884.05,1831.78,1853.92,1868.98,1891.12,1906.18,1928.32,1943.38
MTEDUCARE,3.4,3.23,3.27,3.33,3.37,3.43,3.47,3.53
MTNL,37.55,35.55,36.25,36.9,37.6,38.25,38.95,39.6
MUFIN,138.05,126.97,131.48,134.77,139.28,142.57,147.08,150.37
MUFTI,186.5,180.78,183.07,184.78,187.07,188.78,191.07,192.78
MUKANDLTD,189.55,174.9,178.55,184.05,187.7,193.2,196.85,202.35
MUKKA,36.85,35.78,36.22,36.53,36.97,37.28,37.72,38.03
MUKTAARTS,73.95,69.53,71.42,72.68,74.57,75.83,77.72,78.98
MUNJALAU,84.1,81.47,82.43,83.27,84.23,85.07,86.03,86.87
MUNJALSHOW,162.9,156.18,158.57,160.73,163.12,165.28,167.67,169.83
MURUDCERA,51.4,49.75,50.4,50.9,51.55,52.05,52.7,53.2
MUTHOOTCAP,312.3,304.6,307.6,309.95,312.95,315.3,318.3,320.65
MUTHOOTFIN,1687.95,1592.3,1623.05,1655.5,1686.25,1718.7,1749.45,1781.9
MUTHOOTMF,234.25,229.42,231.48,232.87,234.93,236.32,238.38,239.77
MVGJL,250.6,236.93,240.57,245.58,249.22,254.23,257.87,262.88
MVKAGRO,49.1,47.73,48.37,48.73,49.37,49.73,50.37,50.73
MWL,157.35,147.5,151.75,154.55,158.8,161.6,165.85,168.65
NACLIND,65.2,62.93,63.57,64.38,65.02,65.83,66.47,67.28
NAGAFERT,11.15,10.58,10.72,10.93,11.07,11.28,11.42,11.63
NAGREEKCAP,20.3,19.1,19.5,19.9,20.3,20.7,21.1,21.5
NAGREEKEXP,33.9,32.6,32.9,33.4,33.7,34.2,34.5,35.0
NAHARCAP,301.1,289.97,295.03,298.07,303.13,306.17,311.23,314.27
NAHARINDUS,130.1,125.12,127.13,128.62,130.63,132.12,134.13,135.62
NAHARPOLY,203.55,197.37,200.18,201.87,204.68,206.37,209.18,210.87
NAHARSPING,285.8,274.95,279.6,282.7,287.35,290.45,295.1,298.2
NAM-INDIA,580.1,561.1,569.3,574.7,582.9,588.3,596.5,601.9
NAMAN,122.4,107.27,111.13,116.77,120.63,126.27,130.13,135.77
NARMADA,20.65,20.57,20.58,20.62,20.63,20.67,20.68,20.72
NATCOPHARM,1027.9,980.68,1002.57,1015.23,1037.12,1049.78,1071.67,1084.33
NATHBIOGEN,207.4,191.15,195.1,201.25,205.2,211.35,215.3,221.45
NATIONALUM,188.9,181.5,184.3,186.6,189.4,191.7,194.5,196.8
NAUKRI,5896.85,5731.53,5805.82,5851.33,5925.62,5971.13,6045.42,6090.93
NAVA,501.0,488.65,492.1,496.55,500.0,504.45,507.9,512.35
NAVINFLUOR,3309.75,3207.67,3240.18,3274.97,3307.48,3342.27,3374.78,3409.57
NAVINIFTY,227.61,224.94,225.48,226.54,227.08,228.14,228.68,229.74
NAVKARCORP,106.55,102.78,104.32,105.43,106.97,108.08,109.62,110.73
NAVNETEDUL,149.35,147.4,148.25,148.8,149.65,150.2,151.05,151.6
NAZARA,630.8,610.62,619.13,624.97,633.48,639.32,647.83,653.67
NBCC,136.3,124.62,127.83,132.07,135.28,139.52,142.73,146.97
NBIFIN,1839.95,1818.03,1826.52,1833.23,1841.72,1848.43,1856.92,1863.63
NCC,249.85,239.93,243.82,246.83,250.72,253.73,257.62,260.63
NCLIND,206.05,198.37,200.68,203.37,205.68,208.37,210.68,213.37
NDGL,2464.4,2387.25,2415.3,2439.85,2467.9,2492.45,2520.5,2545.05
NDL,41.05,38.73,39.82,40.43,41.52,42.13,43.22,43.83
NDLVENTURE,104.9,96.08,98.57,101.73,104.22,107.38,109.87,113.03
NDRAUTO,852.3,801.83,814.97,833.63,846.77,865.43,878.57,897.23
NDTV,237.6,222.73,227.47,232.53,237.27,242.33,247.07,252.13
NECCLTD,26.9,25.68,26.07,26.48,26.87,27.28,27.67,28.08
NECLIFE,35.15,32.73,33.42,34.28,34.97,35.83,36.52,37.38
NELCAST,152.2,147.07,149.03,150.62,152.58,154.17,156.13,157.72
NELCO,762.2,745.5,751.8,757.0,763.3,768.5,774.8,780.0
NEOGEN,1507.5,1428.08,1464.67,1486.08,1522.67,1544.08,1580.67,1602.08
NESCO,851.4,817.43,830.77,841.08,854.42,864.73,878.07,888.38
NESTLEIND,2482.75,2329.85,2400.45,2441.6,2512.2,2553.35,2623.95,2665.1
NETF,238.55,231.03,233.52,236.03,238.52,241.03,243.52,246.03
NETWEB,1697.5,1611.73,1649.87,1673.68,1711.82,1735.63,1773.77,1797.58
NETWORK18,90.6,85.55,87.7,89.15,91.3,92.75,94.9,96.35
NEULANDLAB,6973.4,6423.08,6620.77,6797.08,6994.77,7171.08,7368.77,7545.08
NEWGEN,805.6,754.57,775.33,790.47,811.23,826.37,847.13,862.27
NEWJAISA,102.3,100.33,101.17,101.73,102.57,103.13,103.97,104.53
NEXT50,650.48,643.92,645.9,648.19,650.17,652.46,654.44,656.73
NEXT50IETF,66.65,63.8,64.93,65.79,66.92,67.78,68.91,69.77
NEXTMEDIA,7.65,6.93,7.22,7.43,7.72,7.93,8.22,8.43
NFL,105.7,100.37,102.43,104.07,106.13,107.77,109.83,111.47
NGIL,54.6,52.42,53.23,53.92,54.73,55.42,56.23,56.92
NGLFINE,2641.8,2403.42,2502.93,2572.37,2671.88,2741.32,2840.83,2910.27
NH,1275.5,1239.0,1251.3,1263.4,1275.7,1287.8,1300.1,1312.2
NHPC,92.55,88.28,89.72,91.13,92.57,93.98,95.42,96.83
NIACL,244.7,205.92,215.63,230.17,239.88,254.42,264.13,278.67
NIBL,36.1,34.27,34.93,35.52,36.18,36.77,37.43,38.02
NIDAN,30.15,28.85,29.45,29.8,30.4,30.75,31.35,31.7
NIF100BEES,243.05,240.04,241.4,242.23,243.59,244.42,245.78,246.61
NIF10GETF,22.98,22.54,22.63,22.81,22.9,23.08,23.17,23.35
NIF5GETF,55.85,54.27,54.64,55.24,55.61,56.21,56.58,57.18
NIFITETF,337.12,325.65,330.09,333.61,338.05,341.57,346.01,349.53
NIFMID150,187.58,180.95,182.73,185.15,186.93,189.35,191.13,193.55
NIFTY,22419.9,22095.4,22240.5,22330.2,22475.3,22565.0,22710.1,22799.8
NIFTY1,242.12,239.69,240.66,241.39,242.36,243.09,244.06,244.79
NIFTY100_EQ_WT,30039.8,29815.83,29913.07,29976.43,30073.67,30137.03,30234.27,30297.63
NIFTY100_LOW_VOL30,17817.8,17622.5,17707.8,17762.8,17848.1,17903.1,17988.4,18043.4
NIFTY100_QLTY30,5209.25,5155.82,5178.88,5194.07,5217.13,5232.32,5255.38,5270.57
NIFTY500MULTICAP,14500.7,14406.8,14446.7,14473.7,14513.6,14540.6,14580.5,14607.5
NIFTY50ADD,229.99,226.92,228.17,229.08,230.33,231.24,232.49,233.4
NIFTY50_EQ_WT,28314.2,27947.33,28113.47,28213.83,28379.97,28480.33,28646.47,28746.83
NIFTY50_PR_1X_INV,216.75,213.12,213.98,215.37,216.23,217.62,218.48,219.87
NIFTY50_PR_2X_LEV,12330.0,11971.37,12131.93,12230.97,12391.53,12490.57,12651.13,12750.17
NIFTY50_TR_1X_INV,181.4,178.4,179.1,180.25,180.95,182.1,182.8,183.95
NIFTY50_TR_2X_LEV,17643.2,17129.9,17359.6,17501.4,17731.1,17872.9,18102.6,18244.4
NIFTY50_VAL20,12337.3,12150.53,12232.37,12284.83,12366.67,12419.13,12500.97,12553.43
NIFTYBEES,248.44,244.54,246.29,247.37,249.12,250.2,251.95,253.03
NIFTYBETF,224.84,221.37,222.69,223.76,225.08,226.15,227.47,228.54
NIFTYETF,237.1,233.68,235.18,236.14,237.64,238.6,240.1,241.06
NIFTYIT,33666.2,32658.6,33116.6,33391.4,33849.4,34124.2,34582.2,34857.0
NIFTYQLITY,19.1,18.87,18.98,19.04,19.15,19.21,19.32,19.38
NIFTY_100_ESG,4394.4,4341.1,4364.8,4379.6,4403.3,4418.1,4441.8,4456.6
NIFTY_100_LIQ_15,6520.8,6391.33,6450.37,6485.58,6544.62,6579.83,6638.87,6674.08
NIFTY_200,12570.3,12451.47,12502.63,12536.47,12587.63,12621.47,12672.63,12706.47
NIFTY_500,20839.3,20662.23,20738.37,20788.83,20864.97,20915.43,20991.57,21042.03
NIFTY_ALPHA_50,50299.3,49548.7,49766.7,50033.0,50251.0,50517.3,50735.3,51001.6
NIFTY_AUTO,22111.6,21827.43,21954.27,22032.93,22159.77,22238.43,22365.27,22443.93
NIFTY_CMDTY,8752.6,8643.18,8688.77,8720.68,8766.27,8798.18,8843.77,8875.68
NIFTY_CONSUM,10325.8,10224.3,10270.6,10298.2,10344.5,10372.1,10418.4,10446.0
NIFTY_CONSUMER_DURABLE,34495.6,33612.87,33806.33,34150.97,34344.43,34689.07,34882.53,35227.17
NIFTY_CPSE,6206.65,6119.0,6151.95,6179.3,6212.25,6239.6,6272.55,6299.9
NIFTY_DIV_OPS_50,5896.35,5834.05,5861.05,5878.7,5905.7,5923.35,5950.35,5968.0
NIFTY_DIV_PT,220.59,220.59,220.59,220.59,220.59,220.59,220.59,220.59
NIFTY_ENERGY,39968.3,39539.17,39721.03,39844.67,40026.53,40150.17,40332.03,40455.67
NIFTY_FIN_SERV,21354.1,21006.93,21155.77,21254.93,21403.77,21502.93,21651.77,21750.93
NIFTY_FMCG,54300.8,53598.07,53858.93,54079.87,54340.73,54561.67,54822.53,55043.47
NIFTY_GROW_SECT15,10742.3,10576.2,10648.5,10695.4,10767.7,10814.6,10886.9,10933.8
NIFTY_GS10YR,2273.9,2265.93,2268.09,2270.99,2273.15,2276.05,2278.21,2281.11
NIFTY_GS10YR_CLN,868.25,865.21,866.03,867.14,867.96,869.07,869.89,871.0
NIFTY_GS8_13YR,2575.37,2569.49,2571.12,2573.24,2574.87,2576.99,2578.62,2580.74
NIFTY_GS_11_15YR,2839.84,2832.35,2834.33,2837.09,2839.07,2841.83,2843.81,2846.57
NIFTY_GS_15YR_PLUS,3114.18,3100.54,3104.86,3109.52,3113.84,3118.5,3122.82,3127.48
NIFTY_GS_4_8YR,2797.3,2795.21,2795.79,2796.55,2797.13,2797.89,2798.47,2799.23
NIFTY_GS_COMPOSITE,2661.74,2655.62,2657.29,2659.51,2661.18,2663.4,2665.07,2667.29
NIFTY_HEALTHCARE,11999.0,11860.07,11903.53,11951.27,11994.73,12042.47,12085.93,12133.67
NIFTY_INDIA_DIGITAL,7741.75,7633.97,7681.78,7711.77,7759.58,7789.57,7837.38,7867.37
NIFTY_INDIA_MANUFACTURING,12887.3,12792.8,12830.7,12859.0,12896.9,12925.2,12963.1,12991.4
NIFTY_INFRA,8527.25,8444.67,8480.28,8503.77,8539.38,8562.87,8598.48,8621.97
NIFTY_LARGE_MIDCAP_250,14415.0,14327.0,14362.2,14388.6,14423.8,14450.2,14485.4,14511.8
NIFTY_MEDIA,1910.95,1861.42,1877.78,1894.37,1910.73,1927.32,1943.68,1960.27
NIFTY_METAL,9222.65,8999.3,9105.75,9164.2,9270.65,9329.1,9435.55,9494.0
NIFTY_MICROCAP_250,20827.3,20601.3,20710.1,20768.7,20877.5,20936.1,21044.9,21103.5
NIFTY_MIDCAP150_QUALITY_50,21024.4,20675.6,20771.6,20898.0,20994.0,21120.4,21216.4,21342.8
NIFTY_MIDCAP_100,50624.1,50059.23,50196.37,50410.23,50547.37,50761.23,50898.37,51112.23
NIFTY_MIDCAP_150,18782.5,18587.3,18638.3,18710.4,18761.4,18833.5,18884.5,18956.6
NIFTY_MIDCAP_50,14083.2,13887.9,13936.8,14010.0,14058.9,14132.1,14181.0,14254.2
NIFTY_MIDCAP_SELECT,10973.8,10804.53,10848.67,10911.23,10955.37,11017.93,11062.07,11124.63
NIFTY_MIDSMLCAP_400,17765.4,17587.97,17640.53,17702.97,17755.53,17817.97,17870.53,17932.97
NIFTY_MID_LIQ_15,11210.7,10928.5,11001.9,11106.3,11179.7,11284.1,11357.5,11461.9
NIFTY_MNC,26876.8,26597.1,26724.2,26800.5,26927.6,27003.9,27131.0,27207.3
NIFTY_NEXT_50,64134.6,63431.8,63668.6,63901.6,64138.4,64371.4,64608.2,64841.2
NIFTY_OIL_GAS,11785.2,11606.9,11673.6,11729.4,11796.1,11851.9,11918.6,11974.4
NIFTY_PHARMA,18994.7,18740.03,18815.77,18905.23,18980.97,19070.43,19146.17,19235.63
NIFTY_PSE,9879.9,9753.2,9799.3,9839.6,9885.7,9926.0,9972.1,10012.4
NIFTY_PSU_BANK,7380.05,7233.0,7298.65,7339.35,7405.0,7445.7,7511.35,7552.05
NIFTY_PVT_BANK,24031.6,23656.5,23816.0,23923.8,24083.3,24191.1,24350.6,24458.4
NIFTY_REALITY,969.05,945.55,951.25,960.15,965.85,974.75,980.45,989.35
NIFTY_SERV_SEC,28186.7,27732.13,27934.37,28060.53,28262.77,28388.93,28591.17,28717.33
NIFTY_SMALLCAP_250,15814.5,15645.63,15704.37,15759.43,15818.17,15873.23,15931.97,15987.03
NIFTY_SMALLCAP_50,7846.9,7775.08,7804.17,7825.53,7854.62,7875.98,7905.07,7926.43
NIFTY_SMLCAP_100,16981.3,16770.07,16840.43,16910.87,16981.23,17051.67,17122.03,17192.47
NIFTY_TOTAL_MARKET,11717.3,11617.6,11660.7,11689.0,11732.1,11760.4,11803.5,11831.8
NIFTY_VIX,10.93,9.84,10.22,10.57,10.94,11.3,11.67,12.03
NIITLTD,107.9,105.43,106.47,107.18,108.22,108.93,109.97,110.68
NIITMTS,515.15,499.52,504.18,509.67,514.33,519.82,524.48,529.97
NILAINFRA,11.4,10.87,11.13,11.27,11.53,11.67,11.93,12.07
NILASPACES,8.9,7.68,8.27,8.58,9.17,9.48,10.07,10.38
NILKAMAL,1915.4,1859.75,1879.9,1897.65,1917.8,1935.55,1955.7,1973.45
NINSYS,433.4,411.92,419.23,426.32,433.63,440.72,448.03,455.12
NIPPOBATRY,724.45,687.38,704.22,714.33,731.17,741.28,758.12,768.23
NIRAJ,43.55,39.8,41.25,42.4,43.85,45.0,46.45,47.6
NIRMAN,217.0,198.0,205.0,211.0,218.0,224.0,231.0,237.0
NITCO,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.9
NITINSPIN,354.55,341.0,346.35,350.45,355.8,359.9,365.25,369.35
NITIRAJ,178.4,168.93,173.47,175.93,180.47,182.93,187.47,189.93
NKIND,53.95,46.93,49.12,51.53,53.72,56.13,58.32,60.73
NLCINDIA,250.55,220.63,227.72,239.13,246.22,257.63,264.72,276.13
NMDC,257.95,248.22,250.78,254.37,256.93,260.52,263.08,266.67
NOCIL,277.05,268.97,271.48,274.27,276.78,279.57,282.08,284.87
NOIDATOLL,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
NORBTEAEXP,12.3,11.12,11.63,11.97,12.48,12.82,13.33,13.67
NOVAAGRI,52.9,51.17,51.93,52.42,53.18,53.67,54.43,54.92
NPBET,245.94,237.72,240.86,243.4,246.54,249.08,252.22,254.76
NPST,1543.5,1543.5,1543.5,1543.5,1543.5,1543.5,1543.5,1543.5
NRAIL,484.5,461.02,470.53,477.52,487.03,494.02,503.53,510.52
NRBBEARING,313.5,303.98,308.47,310.98,315.47,317.98,322.47,324.98
NRL,80.6,72.85,75.6,78.1,80.85,83.35,86.1,88.6
NSIL,3603.25,3293.83,3434.42,3518.83,3659.42,3743.83,3884.42,3968.83
NSLNISP,66.35,62.38,63.82,65.08,66.52,67.78,69.22,70.48
NTPC,356.0,347.13,351.07,353.53,357.47,359.93,363.87,366.33
NUCLEUS,1422.25,1328.5,1354.35,1388.3,1414.15,1448.1,1473.95,1507.9
NURECA,285.45,274.13,278.62,282.03,286.52,289.93,294.42,297.83
NUVAMA,5348.8,5044.67,5147.33,5248.07,5350.73,5451.47,5554.13,5654.87
NUVOCO,341.7,330.68,335.37,338.53,343.22,346.38,351.07,354.23
NV20BEES,140.43,136.29,137.53,138.98,140.22,141.67,142.91,144.36
NXST,133.16,128.06,130.15,131.66,133.75,135.26,137.35,138.86
NYKAA,177.1,170.32,173.43,175.27,178.38,180.22,183.33,185.17
OAL,370.3,342.9,354.8,362.55,374.45,382.2,394.1,401.85
OBCL,51.65,48.1,49.55,50.6,52.05,53.1,54.55,55.6
OBEROIRLTY,1501.85,1429.22,1448.08,1474.97,1493.83,1520.72,1539.58,1566.47
OCCL,761.7,732.63,745.77,753.73,766.87,774.83,787.97,795.93
OFSS,7490.6,6860.4,7000.2,7245.4,7385.2,7630.4,7770.2,8015.4
OIL,628.35,596.7,606.45,617.4,627.15,638.1,647.85,658.8
OILCOUNTUB,45.9,45.7,45.8,45.85,45.95,46.0,46.1,46.15
OLECTRA,1745.3,1457.62,1524.63,1634.97,1701.98,1812.32,1879.33,1989.67
OLIL,70.0,66.13,68.07,69.03,70.97,71.93,73.87,74.83
OMAXAUTO,124.05,124.05,124.05,124.05,124.05,124.05,124.05,124.05
OMAXE,97.7,91.83,94.07,95.88,98.12,99.93,102.17,103.98
OMFURN,75.0,69.8,72.4,73.7,76.3,77.6,80.2,81.5
OMINFRAL,137.7,128.83,132.47,135.08,138.72,141.33,144.97,147.58
OMKARCHEM,7.2,6.47,6.73,6.97,7.23,7.47,7.73,7.97
ONDOOR,275.85,263.57,268.28,272.07,276.78,280.57,285.28,289.07
ONELIFECAP,19.9,18.5,19.0,19.45,19.95,20.4,20.9,21.35
ONEPOINT,56.3,53.63,54.37,55.33,56.07,57.03,57.77,58.73
ONGC,282.9,277.4,279.8,281.35,283.75,285.3,287.7,289.25
ONMOBILE,79.7,76.77,78.13,78.92,80.28,81.07,82.43,83.22
ONWARDTEC,469.6,442.63,452.57,461.08,471.02,479.53,489.47,497.98
OPTIEMUS,279.55,271.02,274.48,277.02,280.48,283.02,286.48,289.02
ORBTEXP,175.6,163.13,168.17,171.88,176.92,180.63,185.67,189.38
ORCHPHARMA,1084.35,1026.9,1051.65,1068.0,1092.75,1109.1,1133.85,1150.2
ORIANA,1462.75,1399.83,1412.42,1437.58,1450.17,1475.33,1487.92,1513.08
ORICONENT,41.55,39.27,40.28,40.92,41.93,42.57,43.58,44.22
ORIENTALTL,8.75,8.68,8.72,8.73,8.77,8.78,8.82,8.83
ORIENTBELL,385.4,365.87,374.43,379.92,388.48,393.97,402.53,408.02
ORIENTCEM,229.1,212.07,220.13,224.62,232.68,237.17,245.23,249.72
ORIENTCER,49.9,47.92,48.73,49.32,50.13,50.72,51.53,52.12
ORIENTELEC,217.75,210.73,213.42,215.58,218.27,220.43,223.12,225.28
ORIENTHOT,134.3,126.7,130.1,132.2,135.6,137.7,141.1,143.2
ORIENTLTD,100.65,94.65,96.85,98.75,100.95,102.85,105.05,106.95
ORIENTPPR,49.95,48.03,48.62,49.28,49.87,50.53,51.12,51.78
ORISSAMINE,6699.8,6282.03,6475.67,6587.73,6781.37,6893.43,7087.07,7199.13
ORTEL,1.3,1.23,1.27,1.28,1.32,1.33,1.37,1.38
ORTINLAB,20.0,19.0,19.3,19.65,19.95,20.3,20.6,20.95
OSIAHYPER,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3
OSWALAGRO,46.05,43.77,44.68,45.37,46.28,46.97,47.88,48.57
OSWALGREEN,36.0,32.28,33.47,34.73,35.92,37.18,38.37,39.63
OSWALSEEDS,31.2,28.23,29.37,30.28,31.42,32.33,33.47,34.38
OWAIS,779.45,763.7,766.85,773.15,776.3,782.6,785.75,792.05
PAGEIND,35183.1,34254.87,34702.43,34942.77,35390.33,35630.67,36078.23,36318.57
